wkt_geom,data_Bridge Name,data_Private Bridge?,data_Bridge Number According to Zucchetta,data_Name of Northern Sestiere,data_Name of Southern Sestiere,data_Minimum Step Width (m),data_Northern Island Number,data_Southern Island Number,Same Island?,birth_certificate_birthID,birth_certificate_ckID,birth_certificate_dob,birth_certificate_dor,birth_certificate_lat,birth_certificate_lon,birth_certificate_parentID,birth_certificate_recorder,birth_certificate_type,data_Additional Handrail?,data_Address,data_Address Letter,data_Arch Style,data_Arch Style Code,data_Average Height (m),data_Average Height of Railing (m),data_Average railing width (cm),data_Bridge Code,data_Canal Crossed,data_Canal Width (m),data_Central Thickness (m),data_Code for Material of Step Face,data_Code for railing type,data_Code for the material of the rail,data_Conditions of the Step Face,data_Construction Material,data_Construction Material Code,data_Crooked Bridge?,data_Date of Last Restoration,data_Date of Survey,data_Decorations,data_Description of Step Face Conditions,data_Estimated Surface Area,data_Face Material,data_Full Width Including Railings (m),data_H-C,data_H-N2,data_H-S2,data_Handicapped Accessible?,data_Height 1m North (m),data_Height 1m South (m),data_Height Center (m),data_Height of Step (cm),data_History,data_Hypotenuse North (deg),data_Hypotenuse South (deg),data_ID,data_Inclination North (deg),data_Inclination South (deg),data_Latitude,data_Length of Summit (m),data_Longitude,data_Material Code of Summit Pavement,data_Material of Summit Pavement,data_Maximum Inclination (deg),data_Minimum Height (m),data_Minimum Thickness (m),data_N Cathetus (deg),data_Net Width of Bridge (m),data_Northern Sestiere Code,data_Notes,data_Number of Arches,data_Number of Northern Steps,data_Number of Ramps,data_Number of Southern Steps,data_Number of Street Address On Bridge,data_Numerical Condition of Bridge,data_Numerical Condition of Decorations,data_Numerical Condition of Step Pavement Material,data_Numerical Condition of Summit Pavement,data_Photo Number of Arch,data_Photo Number of Ramp,data_Photo Number of Reference Elevation Point,Private?,data_Protrusion North (m),data_Protrusion South (m),data_Qualitative Condition of Bridge,data_Qualitative Condition of Decorations,data_Qualitative Condition of Step Pavement Material,data_Qualitative Condition of Summit Pavement,data_Qualitative condition of Railing,data_Railing Material,data_Railing condition,data_Ratio of Span to Height,data_Reference to CAD Drawings,data_S Cathetus (deg),data_SE-C,data_SE-N1,data_SE-N2,data_SE-S1,data_SE-S2,data_SI-C,data_SI-N1,data_SI-N2,data_SI-S1,data_SI-S2,data_Segment Code,data_Southern Sestiere Code,data_Span (m),data_Step Depth (cm),data_Step Pavement Material,data_Step Surface (Min),data_Street Addresses on Bridge,data_Surface Area From Map,data_Surface Area of Summit (m^2),data_Survey Incomplete?,data_Thickness 1m North Of Center (m),data_Thickness 1m South of Center (m),data_Thickness 2m North Of Center (m),data_Thickness 2m South of Center (m),data_Tide Level (m),data_Time of Survey (24:00),data_Total Number of Steps,data_Total Surface Area of Pavement (m^2),data_Total Surface Area of Steps (m^2),data_Tread Material,data_Type of Railing,data_Water level (cm),data_Width of Eastern Railing (cm),data_Width of Summit (m),data_Width of Western Railing (cm),data_Year Constructed,data_Year of Last Restoration
Point (12.35858299999999943 45.43279499999999871),Ponte de Quintavale,FALSE,174,Castello,Castello,3.08,102,103,0,QUINTA,0a844152-e7c8-43c6-09e7-fc724094fbb8,,"Mon, 16 Dec 2013 19:38:39 GMT",45.432795,12.358583,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Piano,2,3.08,0.9,9,QUINTA,Canal de S. Piero,55.51,0.52,2,2,4,1,Legno,4,FALSE,,19-Jan-99,,Cattive,233.44,Pietra d'Istria,3.21,4.41,4.41,4.41,FALSE,3.08,3.07,3.08,12,,5.2,5.6,163,FALSE,FALSE,45.432795,53.1,12.358583,4,Legno,FALSE,3.07,0.52,0,3.03,CS,Le rampe di accesso sono in mattoni e pietra d'Istria.,5,10,2,11,0,1,0,1,1,H36,H35,,0,20.81,23.82,Cattive,,Cattive,Cattive,Cattive,Legno,1,3.54,,0,1.42,1.42,1.42,1.43,1.43,0.9,0.9,0.9,0.9,0.9,PIER3,CS,10.88,50,Trachite e Pietra d'Istria,1.54,,223.2,211.34,FALSE,0.52,0.53,0.52,0.53,0.09,13:57,21,243.68,32.34,28,Vuoto Geometrico,0,9,3.98,9,0,0
Point (12.3552079999999993 45.43029750000000178),Ponte dei Giardini,FALSE,167,Castello,Castello,11.9,103,104,0,GIARDINI,6206f94a-b5c6-b965-9bba-15a539f500b5,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4302975,12.355208,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Ribassato,6,2.41,0.89,28,GIARDINI,Rio de S. Isepo,7.7,0.54,0,4,2,0,Mattoni e Pietra d'Istria,14,FALSE,,19-Jan-99,,,115.31,,12.7,3.42,3.42,3.42,FALSE,2.38,2.36,2.5,0,,3.14,3.85,156,FALSE,FALSE,45.4302975,9.5,12.355208,3,Trachite,FALSE,2.36,0.54,0,12.14,CS,Ponte senza scalini a rampe oblique. Le rampe hanno cordoli in pietra d'istria. Vegetazione sul lato esterno.,1,0,2,0,0,2,0,3,3,H32,H31,,0,0.4,0.4,Medie,,Buone,Buone,Buone,Pietra d'Istria,3,2.92,,0,1.39,1.51,1.76,1.53,1.86,0.85,0.9,0.92,0.89,0.89,ISEP2,CS,6.9,0,Trachite,0,,115,115.62,FALSE,0.61,0.64,0.84,0.97,0.47,11:40,0,115.62,0,3,Colonnette,0,28,12.17,28,0,0
NULL,Ponte Privato va al civico 784/A,TRUE,169,Castello,Castello,1.36,103,104,0,ISEP1_P2,9630dfea-86ef-f277-6f93-eb9efb12ef11,,"Mon, 16 Dec 2013 19:38:39 GMT",0,0,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,784,B,Sesto Ribassato,6,2.47,0.85,15,ISEP1_P2,Rio de S. Isepo,8.21,0.34,13,2,4,0,Legno e Metallo,17,FALSE,,19-Jan-99,,,20.15,Vuoto,2.27,3.25,3.22,3.24,FALSE,2.45,2.45,2.52,14,,4.6,2.7,158,FALSE,FALSE,0,3.31,0,4,Legno,FALSE,2.45,0.34,0,1.97,CS,I primi tre gradini della rampa nord sono in pietra d'Istria.,1,12,2,6,1,2,0,2,2,H30,H27,,1,0.15,0.15,Medie,,Medie,Medie,Medie,Legno,2,3.23,,0,1.21,1.25,1.28,1.27,1.38,0.87,0.86,0.83,0.87,0.84,ISEP1,CS,7.91,36,Legno e Pietra d'Istria,0.49,784A,25,6.49,FALSE,0.39,0.4,0.45,0.54,0.48,11:20,18,15.3,8.81,18,Vuoto Geometrico,0,15,1.96,15,0,0
NULL,Ponte Privato va al civico 787/N,TRUE,170,Castello,Castello,1.95,103,104,0,ISEP1_P1,6f22fd06-0046-cb11-1e0f-24b7b8e7f850,,"Mon, 16 Dec 2013 19:38:39 GMT",0,0,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,787,A,Trapezoidale,8,2.52,1.03,4,ISEP1_P1,Rio de S. Isepo,8.51,0.28,2,2,6,2,Metallo,6,FALSE,,19-Jan-99,,Medie,23.32,Pietra d'Istria,2.59,3.32,3.32,3.32,FALSE,2.52,2.52,2.52,14,,4.18,3.37,159,FALSE,FALSE,0,3.28,0,8,Asfalto,FALSE,2.52,0.24,0,2.51,CS,Civico 787N o 787A? Struttura portante sorretta da quattro pilastri. Trave in metallo esterna alle spallette.,1,11,2,9,1,3,0,3,2,H26,H25,,1,0,0,Buone,,Buone,Medie,Buone,Metallo,3,3.38,,0,1.28,1.28,1.31,1.28,1.36,1,1,1.07,1,1.08,ISEP1,CS,8.51,35,Asfalto,0.68,787A,25.7,7.28,FALSE,0.28,0.28,0.24,0.28,0.48,11:10,20,20.93,13.65,8,Vuoto Geometrico,0,4,2.22,4,0,0
Point (12.35460570000000047 45.43012939999999844),Ponte S. Domenego,FALSE,166,Castello,Castello,7.92,103,104,0,DOMENE,99965de4-ae8e-37ff-2149-0ef61231cd4b,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4301294,12.3546057,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Ribassato,6,3.59,0.92,34.5,DOMENE,Rio de S. Isepo,13.8,0.62,2,4,2,3,Mattoni e Pietra d'Istria,14,FALSE,,19-Jan-99,"uno scudo, due angeli con ancore sui lati est ed ovest, pigne sui pilastri delle rive, palle ad ogni aangolo della sommita'",Buone,191.55,Pietra d'Istria,8.6,4.72,4.7,4.7,FALSE,3.58,3.58,3.62,12,,11,10.6,155,FALSE,FALSE,45.4301294,4.26,12.3546057,8,Asfalto,FALSE,3.58,0.62,0,7.91,CS,Presenza di vegetazione sugli scalini.,1,20,2,20,0,3,3,2,1,H33,H34,,0,1.45,1.45,Buone,Buone,Medie,Cattive,Buone,Pietra d'Istria,3,3.04,,0,1.54,1.56,1.78,1.56,1.79,0.92,0.9,0.93,0.9,0.93,ISEP2,CS,10.9,45,Asfalto,3.56,,206.8,33.74,FALSE,0.66,0.66,0.85,0.86,0.44,11:57,40,176.3,142.56,8,Colonnette,0,34.5,7.92,34.5,0,0
Point (12.35688239999999993 45.43061360000000093),Ponte S. Isepo,FALSE,168,Castello,Castello,3.77,103,104,0,ISEPO,9ce98e93-8e7a-b5b3-f630-d5502ebca9a5,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4306136,12.3568824,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Policentrico,3,2.44,0.9,4,ISEPO,Rio de S. Isepo,8.64,0.63,2,2,19,3,Mattoni e Pietra d'Istria,14,FALSE,,19-Jan-99,,Buone,53.36,Pietra d'Istria,4.62,3.51,3.47,3.48,FALSE,2.41,2.42,2.5,13.5,,5.3,4.8,157,FALSE,FALSE,45.4306136,3.45,12.3568824,3,Trachite,FALSE,2.41,0.63,0,4.54,CS,,1,11,2,10,0,3,0,3,3,H29,H28,,0,0.35,0.35,Buone,,Buone,Buone,Buone,Metallo e Pietra d'Istria,3,3.29,,0,1.49,1.54,1.6,1.54,1.61,0.86,0.86,0.96,0.87,0.96,ISEP1,CS,7.94,45.5,Trachite,1.72,,57.7,13.01,FALSE,0.68,0.67,0.64,0.65,0.48,11:30,21,49.03,36.02,3,Vuoto Geometrico,0,4,3.77,4,0,0
Point (12.35899960000000064 45.4276282000000009),Ponte dei Pompieri (S.Elena),FALSE,171,Castello,Castello,4.31,104,105,0,POMPIERI,9ac8b17c-437b-b81d-e3e4-9da9ccd1ec51,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4276282,12.3589996,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Ribassato,6,3.55,0.88,38,POMPIERI,Rio dei Giardini,15.75,0.52,2,1,15,2,Mattoni e Pietra d'Istria,14,FALSE,,19-Jan-99,"tre scudi ad ovest, tre scudi ad ovest",Medie,82.86,Pietra d'Istria,5.07,4.48,4.45,4.46,FALSE,3.52,3.52,3.6,13,,8.9,8.7,160,FALSE,FALSE,45.4276282,3.61,12.3589996,3,Trachite,FALSE,3.52,0.52,0,4.31,CS,"Presenza di vegetazione esterna sul lato est, ed interna sul lato ovest.",1,15,2,15,0,2,1,3,3,H21,H20,,0,0.7,1.1,Medie,Cattive,Buone,Buone,Buone,"Mattoni, Intonaco e Pietra d'Istria",3,3.96,,0,1.34,1.39,1.48,1.4,1.47,0.82,0.84,0.94,0.84,0.94,GIAR3,CS,13.95,41.5,Trachite,1.79,,96.5,15.56,FALSE,0.55,0.56,0.54,0.53,0.46,10:32,30,69.22,53.66,3,Piena,0,30,4.31,46,0,0
Point (12.35949459999999966 45.43024129999999872),Ponte del Paludo (S.Elena),FALSE,173,Castello,Castello,2.51,104,105,0,PALUDO,d2bfcacc-8cd6-0492-9c4e-bc3aba55ac29,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4302413,12.3594946,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Super Ribassato,7,2.8,0.86,4,PALUDO,Rio dei Giardini,18.28,0.33,2,3,6,2,"Metallo, Pietra d'Istria e Mattoni",23,FALSE,,19-Jan-99,,Medie,81.63,Pietra d'Istria,3.24,3.56,3.56,3.5,FALSE,2.83,2.74,2.84,14,,3.3,7.5,162,FALSE,FALSE,45.4302413,12.65,12.3594946,4,Legno,FALSE,2.74,0.33,0,3.16,CS,"Tubature su entrambi i lati, vegetazione sulle sponde ad est, sul lato nord la sommita' e' preceduta da una piattaforma in trachite.",1,10,2,10,0,3,0,2,2,H24,H23,,0,3.3,1.56,Buone,,Medie,Medie,Medie,Metallo,2,4.9,,0,1.2,1.21,1.27,1.24,1.27,0.87,0.86,0.86,0.86,0.87,GIAR3,CS,13.42,40,Trachite,1,,107,36.18,FALSE,0.35,0.38,0.41,0.4,0.48,10:50,20,56.26,20.08,3,Vuoto Decorato,0,4,2.86,4,0,0
Point (12.35936960000000084 45.4289611000000022),Ponte Privato dei Giardini della Biennale,TRUE,172,Castello,Castello,5.85,104,105,0,BIENNAL,ade6527d-f4de-7b95-bfac-3256fe5786a2,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4289611,12.3593696,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Super Ribassato,7,2.59,0.87,3,BIENNAL,Rio dei Giardini,14.94,0.54,2,3,6,1,Metallo,6,FALSE,,18-Feb-99,,Cattive,153.03,Pietra d'Istria,6.27,4.34,4.32,4.29,TRUE,2.61,2.57,2.6,4,,7.73,0,161,FALSE,FALSE,45.4289611,12.75,12.3593696,4,Legno,FALSE,2.57,0.51,0,6.21,CS,Ipotenusa sud non rilevabile. Rampe con pseudo-scalini come n.167.,1,5,2,0,0,2,0,2,1,,,,1,1.48,1.55,Medie,,Medie,Cattive,Ottime,Metallo,4,4.63,,0,1.41,1.38,1.44,1.39,1.54,0.87,0.87,0.87,0.87,0.87,GIAR3,CS,11.91,163,Calcestruzzo,9.54,,183.8,74.59,FALSE,0.51,0.52,0.57,0.67,-0.33,15:25,5,122.27,47.68,10,Vuoto Decorato,0,3,5.85,3,0,0
Point (12.36338560000000086 45.42666890000000279),Ponte de S.Elena (Chiesa),FALSE,177,Castello,Castello,5.3,106,105,0,ELENA,ec15bc8d-bf80-dc1a-0593-c5d8fcb6470e,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4266689,12.3633856,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Trapezoidale,8,2.21,0.93,15,ELENA,Rio de S. Elena,11.59,0.38,0,2,4,0,Legno,4,FALSE,,19-Jan-99,,,78.5,,6.25,3.09,3.08,3.09,TRUE,2.2,2.22,2.2,0,,5.12,7.25,166,FALSE,FALSE,45.4266689,6.7,12.3633856,4,Legno,FALSE,2.2,0.34,0,5.95,CS,Ponte a rampe oblique senza scalini.,3,0,2,0,0,3,0,3,3,H16,H17,,0,2.5,3.35,Buone,,Buone,Buone,Buone,Legno,3,2.61,,0,1.32,1.31,1.26,1.3,1.3,0.94,0.93,0.92,0.94,0.92,ELEN,CS,5.74,0,Legno,0,,117.2,39.8,FALSE,0.38,0.36,0.34,0.38,0.43,10:00,0,39.8,0,4,Vuoto Geometrico,0,15,5.94,15,0,0
Point (12.36297049999999942 45.42867820000000023),Ponte del Diporto Velico,FALSE,179,Castello,Castello,5.9,106,105,0,DIPORTO,e99e2c29-f09c-3e84-cad0-92de61eb4804,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4286782,12.3629705,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Trapezoidale,8,2.6,0.87,16,DIPORTO,Rio de S. Elena,12.63,0.32,0,2,4,0,Legno,4,FALSE,01-Jan-98,19-Jan-99,,,58.24,,6.61,3.44,3.44,3.44,TRUE,2.59,2.6,2.6,0,,5.5,5.72,168,FALSE,FALSE,45.4286782,7,12.3629705,4,Legno,FALSE,2.59,0.32,0,6.29,CS,Ponte senza gradini.,3,0,2,0,0,3,0,3,3,H11,H10,,0,3.4,2.75,Buone,,Buone,Buone,Buone,Legno,3,2.5,,0,1.19,1.2,1.41,1.19,1.41,0.87,0.87,0.87,0.87,0.87,ELEN,CS,6.48,0,Legno,0,,72.3,44.17,FALSE,0.33,0.32,0.54,0.54,0.35,9:17,0,44.17,0,4,Vuoto Geometrico,0,16,6.31,16,0,2
Point (12.36321009999999987 45.42754370000000108),Ponte dello Stadio,FALSE,178,Castello,Castello,5,106,105,0,STADIO2,c3e77bed-be71-feae-ddd1-7e885fffea0f,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4275437,12.3632101,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Super Ribassato,7,2.69,1.04,4,STADIO2,Rio de S. Elena,12.65,0.44,0,3,6,0,Mattoni e Pietra d'Istria,14,FALSE,,19-Jan-99,,,65.33,,6,3.82,3.77,3.77,TRUE,2.67,2.67,2.74,0,,7.6,7.95,167,FALSE,FALSE,45.4275437,3.35,12.3632101,3,Trachite,FALSE,2.67,0.44,0,5.92,CS,"Ponte senza gradini, a rampa unica. La sommita' e' convessa.",1,0,2,0,0,3,0,3,3,H14,H15,,0,0,0,Buone,,Buone,Buone,Medie,Metallo,2,4.74,,0,1.48,1.5,1.51,1.5,1.52,1.04,1.04,1.03,1.04,1.03,ELEN,CS,12.65,0,Trachite,0,,113.2,17.45,FALSE,0.46,0.46,0.48,0.49,0.4,9:45,0,17.45,0,3,Vuoto Decorato,0,4,5.21,4,0,0
Point (12.36305319999999952 45.42828819999999723),Ponte Novo de lo Stadio,FALSE,445,Castello,Castello,6.1,106,105,0,STADIO1,385a48ff-90be-365e-4538-264f5c8d5681,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4282882,12.3630532,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Trapezoidale,8,2.65,0.88,15,STADIO1,Rio de S. Elena,13.17,0.31,0,2,4,0,Legno,4,FALSE,01-Jan-98,19-Jan-99,,,60.65,,7.02,3.47,3.47,3.47,TRUE,2.65,2.64,2.65,0,,5.16,5.83,272,FALSE,FALSE,45.4282882,6.77,12.3630532,4,Legno,FALSE,2.64,0.31,0,6.72,CS,Ponte con rampe senza scalini.,3,0,2,0,0,3,0,3,3,H12,H13s,,0,2.7,2.45,Buone,,Buone,Buone,Buone,Legno,3,3.04,,0,1.19,1.19,1.57,1.2,1.69,0.88,0.88,0.88,0.88,0.88,ELEN,CS,8.02,0,Legno,0,,75.8,45.49,FALSE,0.31,0.32,0.69,0.81,0.37,9:32,0,45.49,0,4,Vuoto Geometrico,0,15,6.72,15,0,2
Point (12.36369189999999918 45.42524980000000312),Ponte Privato del Collegio Morosini,TRUE,176,Castello,Castello,0,106,105,0,MOROSINI,9f3f462c-3a29-22e0-6718-3a7351316695,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4252498,12.3636919,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,30,A,Trapezoidale,8,2.3,1.09,9,MOROSINI,Rio de S. Elena,12.09,0.41,0,2,4,0,Legno,4,FALSE,,19-Jan-99,,,54.79,,4,3.34,3.34,3.34,TRUE,2.3,2.3,2.29,0,,6.55,6.68,165,FALSE,FALSE,45.4252498,7.3,12.3636919,4,Legno,FALSE,2.29,0.4,0,3.82,CS,Ponte a rampe senza scalini.,3,0,2,0,1,3,0,3,3,H18,H19,,1,2.11,2.61,Buone,,Buone,Buone,Buone,Legno,3,3.22,,0,1.5,1.49,1.48,1.49,1.49,1.09,1.09,1.08,1.09,1.08,ELEN,CS,7.37,0,Legno,0,30A,81.7,27.89,FALSE,0.4,0.4,0.4,0.41,0.45,10:13,0,27.89,0,4,Vuoto Geometrico,0,9,3.82,9,0,0
Point (12.31238459999999968 45.42678589999999872),Ponte senza Nome,FALSE,427,Giudecca,Giudecca,1.6,107,108,0,BIAGIO,9e7258b1-0f7d-3709-75c1-53e0281d7f3f,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4267859,12.3123846,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Trapezoidale,8,2.46,0.9,15,BIAGIO,Sacca Fisola,14.59,0.31,0,2,4,0,Legno,4,FALSE,,26-Jan-99,,,33.84,,2.28,3.95,3.96,3.96,TRUE,2.45,2.47,2.46,0,"�the Giudecca. The B. Juliana of the Counts of Collalto, took the habit of St. Benedict in the cloister of Salvarola at Este, and came to Venice in 1222, he founded the Giudecca a church dedicated to SS. Biagio and Cataldo, and a Benedictine monastery, where formerly stood another older church, under the same invocation of the saints, and a hospice is intended to accommodate the pilgrims who went to the Holy Land. In 1519 the monastery was reformed by the patriarch Antonio Contarini, and in the same century was also materially renovated probably together with the church. Ambidue buildings had another rifabbrica in the past century, but in 1810 were reduced to profane uses. In recent years, were destroyed to give rise to a novel building for commercial use. Writes the Sanudo, February 15, 1513 under M. V.: ""In these zorni to S. Biaxio Catoldo follow certain cuestione each other nuns who treteno books in his head. Ideo andoe the patriarcha therein, and hear their complaints, et inhonestamente discovered how they lived, and found a Faustina Manolesso a peliza Damaschin white fodr� of martori, 'tis said, the fairy � sier Cristofal Capello Savio to Ordeni Sier Francesco el cavalier. """,6.15,10.35,255,FALSE,FALSE,45.4267859,16.5,12.3123846,4,Legno,FALSE,2.45,0.31,0,1.98,GD,Ponte senza scalini a rampe inclinate.,3,0,2,0,0,0,0,1,1,,,,0,4.6,5.1,Pessime,,Cattive,Cattive,Cattive,Legno,1,2,,0,1.21,1.23,1.23,1.21,1.21,0.9,0.9,0.9,0.9,0.9,SACF1,GD,4.89,0,Legno,0,,35,32.67,FALSE,0.33,0.31,0.33,0.31,-0.28,13:48,0,32.67,0,4,Vuoto Geometrico,0,15,1.98,15,0,0
Point (12.31408929999999913 45.42650900000000291),Ponte S. Gerardo,FALSE,428,Giudecca,Giudecca,1.82,107,109,0,GERAR,d68baa8a-946f-b69b-b36f-ea384e2f1b5e,,"Mon, 16 Dec 2013 19:38:39 GMT",45.426509,12.3140893,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Piano,2,2.79,1.03,17,GERAR,Sacca Fisola,13.32,0.85,19,1,17,3,Legno e Metallo,17,FALSE,,26-Jan-99,,Buone,49.15,Metallo e Pietra d'Istria,3.65,4.95,4.95,4.95,TRUE,2.79,2.79,2.79,17,,1.6,1.65,256,FALSE,FALSE,45.426509,13.72,12.3140893,4,Legno,FALSE,2.79,0.85,0,3.31,GD,I primi 8 scalini da terra a sud sono in graniglia e pietra d'Istria. Vi e' una seconda rampa a sud di 1.65 m.,1,5,2,13,0,2,0,2,2,A43,A44,,0,0,0,Medie,,Medie,Medie,Buone,Legno e Metallo,3,4.77,,0,1.88,1.88,1.88,1.88,1.88,1.03,1.03,1.03,1.03,1.03,SACF2,GD,13.32,30,Marmettoni di Calcestruzzo e Legno,0.55,,63.5,24.97,FALSE,0.85,0.85,0.85,0.85,-0.28,13:40,18,34.8,9.83,34,Piena,0,17,1.82,17,0,0
Point (12.31778699999999915 45.42727239999999966),Ponte dei Lavraneri,FALSE,429,Giudecca,Giudecca,2.7,107,111,0,LAVRA,adb8ae78-1a16-56d8-736e-abd52e4cf893,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4272724,12.317787,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Trapezoidale,8,0,0,0,LAVRA,Rio dei Lavraneri,69.51,0,99,2,4,99,Legno,4,FALSE,01-Jan-00,14-Mar-00,,Non Rilevabile,0,Non Rilevabile,0,0,0,0,FALSE,0,0,3,0,,0,0,257,FALSE,FALSE,45.4272724,0,12.317787,99,Non Rilevabile,FALSE,3,0,0,0,GD,Dati non rilevabili causa lavori in corso.,5,0,2,0,0,99,0,99,99,,,,0,30,29.5,Non Rilevabile,,Non Rilevabile,Non Rilevabile,Non Rilevabile,Legno,99,0,,0,0,0,0,0,0,0,0,0,0,0,LAVR,GD,10.01,0,Non Rilevabile,0,,321.2,0,TRUE,0,0,0,0,0,,0,0,0,99,Vuoto Geometrico,0,0,0,0,0,0
Point (12.31967320000000043 45.42674019999999757),Ponte del Lago Scuro,FALSE,430,Giudecca,Giudecca,2.05,111,113,0,SCURO,03506512-6a24-fdfc-a7f3-0a995a6ed633,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4267402,12.3196732,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Super Ribassato,7,2.81,0.93,18,SCURO,Rio de San Biagio,12.71,0.57,10,1,9,1,Calcestruzzo,10,FALSE,,26-Jan-99,"dentelli, treccia con due scudi, quattro volute per lato",Cattive,33.42,Calcestruzzo,2.52,4.6,4.6,4.6,FALSE,2.81,2.79,2.84,14,,3.7,4.9,258,FALSE,FALSE,45.4267402,6.2,12.3196732,10,Calcestruzzo,FALSE,2.79,0.57,0,2.16,GD,,1,8,2,15,0,1,1,1,1,A41,A42,,0,0,0,Cattive,Cattive,Cattive,Cattive,Cattive,Cemento Armato,1,4.56,,0,1.48,1.51,1.75,1.53,1.77,0.91,0.92,0.94,0.93,0.95,BIAG2,GD,12.71,31,Calcestruzzo,0.64,,38.9,13.33,FALSE,0.59,0.6,0.81,0.82,-0.28,13:20,23,27.95,14.62,10,Piena,0,18,2.15,18,0,0
Point (12.32196919999999984 45.42623650000000168),Ponte de le Convertite,FALSE,431,Giudecca,Giudecca,2.57,112,113,0,CONVERT,b17b76bb-18e4-cb7f-6589-ac5c27cd1412,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4262365,12.3219692,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Trapezoidale,8,2.86,0.89,9,CONVERT,Rio delle Convertite,12.93,0.29,18,2,4,2,Legno,4,FALSE,,26-Jan-99,,Medie,41.88,Legno e Pietra d'Istria,2.75,4.31,4.33,4.31,FALSE,2.87,2.85,2.85,17,,4,5.5,259,FALSE,FALSE,45.4262365,6.7,12.3219692,4,Legno,FALSE,2.85,0.29,0,2.57,GD,I primi tre scalini della rampa sud sono in asfalto e pietra d'Istria.,3,9,2,13,0,2,0,2,2,A39,A40,,0,3.3,3.9,Medie,,Medie,Medie,Medie,Legno,2,2.01,,0,1.18,1.18,1.18,1.18,1.18,0.89,0.89,0.89,0.89,0.89,CONV,GD,5.73,42,Legno e Asfalto,1.08,,42.8,17.22,FALSE,0.29,0.29,0.29,0.29,-0.28,13:00,22,40.97,23.75,35,Vuoto Geometrico,0,9,2.57,9,0,0
NULL,Ponte Privato va al civico 681,TRUE,433,Giudecca,Giudecca,2.5,112,114,0,EUFE1_P1,563d1311-087e-b227-573d-26818e3af5f3,,"Mon, 16 Dec 2013 19:38:39 GMT",0,0,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,681,,Sesto Ribassato,6,2.91,1.01,5.5,EUFE1_P1,Rio de S. Eufemia,8.14,0.44,2,2,6,2,"Mattoni, Intonaco e Pietra d'Istria",15,FALSE,,26-Jan-99,,Medie,31.16,Pietra d'Istria,3,4.69,4.69,4.69,FALSE,2.88,2.88,2.97,14,,4.25,5.65,261,FALSE,FALSE,0,2.53,0,8,Asfalto,FALSE,2.88,0.43,0,2.89,GD,,1,10,2,13,1,3,0,2,2,A34,A36,,1,0,0,Buone,,Medie,Medie,Buone,Metallo,3,2.83,,0,1.44,1.53,1.46,1.53,1.47,1,1.02,1.03,1,1.02,EUFE1,GD,8.14,40,Asfalto,1,681,33,6.33,FALSE,0.51,0.53,0.43,0.45,-0.28,12:40,23,29.33,23,8,Vuoto Geometrico,0,5.5,2.5,5.5,0,0
